area_fips,own_code,industry_code,year,annual_avg_estabs,annual_avg_emplvl,total_annual_wages
6051,5,10,2005,550,5716,170394527
6053,5,10,2005,11140,140867,4677534983
6055,5,10,2005,4525,55786,2194713076
6057,5,10,2005,3347,24283,790245643
6059,5,10,2005,88052,1344072,63165935639
6061,5,10,2005,9312,115945,4604981255
6063,5,10,2005,943,4842,138350387
6065,5,10,2005,38320,492298,16177225054
6067,5,10,2005,40937,450202,18361812519
6069,5,10,2005,1378,13458,427634685
6071,5,10,2005,41285,525498,17778270109
6073,5,10,2005,85158,1075931,46430053404
6075,5,10,2005,41851,436055,29233546070
6077,5,10,2005,15476,181571,5989214979
6079,5,10,2005,8106,83116,2615362470
6081,5,10,2005,21834,296888,20079796971
6083,5,10,2005,12642,152135,5759623068
6085,5,10,2005,50914,766343,57210912897
6087,5,10,2005,8107,79308,2893683594
6089,5,10,2005,6430,52723,1619293496
6091,5,10,2005,120,381,9904985
6093,5,10,2005,1493,9798,237139369
6095,5,10,2005,9057,105092,3830909341
6097,5,10,2005,16515,162273,6401499023
6099,5,10,2005,12748,147556,4817159905
6101,5,10,2005,2576,22494,637015047
6103,5,10,2005,1744,13492,385649194
6105,5,10,2005,425,1760,38194985
6107,5,10,2005,7990,110877,2886511163
6109,5,10,2005,1552,12473,373421791
6111,5,10,2005,19996,270361,11843432248
6113,5,10,2005,4945,63453,2305000874
6115,5,10,2005,1428,10515,336565465
8001,5,10,2005,8892,127417,4877025011
8003,5,10,2005,525,5599,136757985
8005,5,10,2005,19224,239684,11899516724
8007,5,10,2005,538,2939,71434357
8009,5,10,2005,100,435,8710183
8011,5,10,2005,64,509,11175712
8013,5,10,2005,12139,130431,6509911924
8014,5,10,2005,1807,27613,1439171088
8015,5,10,2005,871,4847,109695323
8017,5,10,2005,70,497,17315249
8019,5,10,2005,399,2449,82740242
8021,5,10,2005,114,739,16902858
8023,5,10,2005,59,380,8350297
8025,5,10,2005,46,546,14038129
8027,5,10,2005,170,679,14688277
8029,5,10,2005,838,5848,141974228
8031,5,10,2005,24622,358815,17841430234
8033,5,10,2005,52,208,3886527
8035,5,10,2005,8222,73618,3054779881
8037,5,10,2005,3311,26627,960187452
8039,5,10,2005,618,2637,78933922
8041,5,10,2005,16461,198577,7318352437
8043,5,10,2005,901,8395,196778038
8045,5,10,2005,2465,19006,668907573
8047,5,10,2005,147,5017,166771682
8049,5,10,2005,909,5689,142442044
8051,5,10,2005,1000,6306,166709105
8053,5,10,2005,73,192,3757140
8055,5,10,2005,206,1441,32821589
8057,5,10,2005,74,403,8895386
8059,5,10,2005,18359,172876,7014268139
8061,5,10,2005,36,147,2597983
8063,5,10,2005,264,2087,50115782
8065,5,10,2005,214,1127,25386374
8067,5,10,2005,2401,18706,573394373
8069,5,10,2005,9574,102638,3653130307
8071,5,10,2005,456,3640,94939437
8073,5,10,2005,145,1230,27528132
8075,5,10,2005,643,5982,151829244
8077,5,10,2005,4476,47433,1428661964
8079,5,10,2005,65,251,4017591
8081,5,10,2005,434,3722,125819885
8083,5,10,2005,767,6096,151938851
8085,5,10,2005,1328,11503,313688237
8087,5,10,2005,680,8888,249426425
8089,5,10,2005,497,4958,114163939
8091,5,10,2005,288,1368,35463790
8093,5,10,2005,525,1426,41376389
8095,5,10,2005,132,958,23212726
8097,5,10,2005,1851,14665,568397676
8099,5,10,2005,389,3955,91772615
8101,5,10,2005,3330,42485,1194491351
8103,5,10,2005,251,2105,85772037
8105,5,10,2005,427,3452,78192906
8107,5,10,2005,1606,12611,431371566
8109,5,10,2005,170,1144,24007484
8111,5,10,2005,69,196,3893316
8113,5,10,2005,638,4114,126463317
8115,5,10,2005,84,534,12103128
8117,5,10,2005,2049,15807,444193531
8119,5,10,2005,779,5444,151398047
8121,5,10,2005,101,593,14636981
8123,5,10,2005,5520,64670,2181942642
8125,5,10,2005,340,2674,70613565
9001,5,10,2005,31366,367088,27001519283
9003,5,10,2005,23627,419267,21638430237
9005,5,10,2005,5651,53565,1964777290
9007,5,10,2005,4497,58855,2652277064
9009,5,10,2005,21388,313333,13556311359
9011,5,10,2005,6212,90077,3843172644
9013,5,10,2005,2645,0,0
9015,5,10,2005,2352,31362,1078734205
11001,5,10,2005,30322,435674,26836814946
12001,5,10,2005,6074,82661,2481267166
12003,5,10,2005,380,4448,109332919
12005,5,10,2005,4802,57303,1742014806
12007,5,10,2005,459,4315,120322997
12009,5,10,2005,13536,175409,6638298678
12011,5,10,2005,60575,630365,24227281234
12013,5,10,2005,222,1857,40214432
12015,5,10,2005,3902,34339,1057902842
12017,5,10,2005,2911,27050,810720733
12019,5,10,2005,3687,35418,993566460
12021,5,10,2005,11528,116603,4398763758
12023,5,10,2005,1359,15566,436916474
12027,5,10,2005,584,6377,152941766
12029,5,10,2005,201,1678,42460938
12031,5,10,2005,24138,397465,15632126940
12033,5,10,2005,7428,103671,3277870781
12035,5,10,2005,1826,15634,502693021
12037,5,10,2005,384,2559,63312962
12039,5,10,2005,727,9948,255076587
12041,5,10,2005,254,1836,44481592
12043,5,10,2005,118,0,0
12045,5,10,2005,355,2580,70879454
12047,5,10,2005,191,2325,88607709
12049,5,10,2005,521,5966,147796199
12051,5,10,2005,683,10081,258358775
12053,5,10,2005,3318,32599,885121422
12055,5,10,2005,2224,24087,592220011
12057,5,10,2005,33809,552690,20988968445
12059,5,10,2005,314,2082,46065609
12061,5,10,2005,4441,42304,1341698057
12063,5,10,2005,824,8710,215526361
12065,5,10,2005,286,2254,57782069
12067,5,10,2005,114,992,20143904
12069,5,10,2005,6160,68282,2073288605
12071,5,10,2005,17102,182413,6333724970
12073,5,10,2005,7446,92559,3010199347
12075,5,10,2005,828,7154,169051546
12077,5,10,2005,84,1413,43410527
12079,5,10,2005,320,3700,86469602
12081,5,10,2005,7989,110569,3415438732
12083,5,10,2005,7250,82253,2440082480
12085,5,10,2005,5459,53005,1790521237
12086,5,10,2005,83251,848754,33289701744
12087,5,10,2005,4069,29941,914406111
12089,5,10,2005,1581,14038,415550415
12091,5,10,2005,5865,67563,2083688370
12093,5,10,2005,901,8744,229731230
12095,5,10,2005,32031,594562,22222304681
12097,5,10,2005,4795,55899,1547238801
12099,5,10,2005,46434,483293,19363656208
12101,5,10,2005,8409,77696,2181134056
12103,5,10,2005,30032,392558,13735113976
12105,5,10,2005,11470,175450,5583739830
12107,5,10,2005,1404,14361,415287242
12109,5,10,2005,4672,43837,1398931597
12111,5,10,2005,5120,55195,1696609896
12113,5,10,2005,2896,25955,741749229
12115,5,10,2005,14390,143794,5011320228
12117,5,10,2005,13290,150540,5582772517
12119,5,10,2005,851,11134,296341985
12121,5,10,2005,698,7938,190617166
12123,5,10,2005,400,5397,162667728
12125,5,10,2005,162,1654,41459897
12127,5,10,2005,12986,139842,4023285510
12129,5,10,2005,444,3514,92798144
12131,5,10,2005,1603,14164,394588924
12133,5,10,2005,379,4157,96463780
13001,5,10,2005,395,5006,165921729
13003,5,10,2005,100,1275,33902900
13005,5,10,2005,233,3057,72222669
13007,5,10,2005,44,377,9328531
13009,5,10,2005,847,12131,320685600
13011,5,10,2005,189,2912,76409276
13013,5,10,2005,1030,11466,342049149
13015,5,10,2005,1937,28260,903248526
13017,5,10,2005,400,6643,182237666
13019,5,10,2005,258,4146,112921635
13021,5,10,2005,4552,74572,2514984224
13023,5,10,2005,184,2415,79017379
13025,5,10,2005,186,1308,31203037
13027,5,10,2005,238,2152,51608247
13029,5,10,2005,493,3744,99500408
13031,5,10,2005,1382,16360,397591703
13033,5,10,2005,316,4488,169987512
13035,5,10,2005,394,4926,144223067
13037,5,10,2005,98,711,15915041
13039,5,10,2005,839,10246,260203061
13043,5,10,2005,214,2493,53579583
13045,5,10,2005,1983,27569,875873519
13047,5,10,2005,850,12684,349203041
13049,5,10,2005,177,1786,44444387
13051,5,10,2005,7070,113584,3837381525
13053,5,10,2005,53,1226,34829959
13055,5,10,2005,309,5742,154385229
13057,5,10,2005,4427,36070,1129363764
13059,5,10,2005,2971,44447,1389967426
13061,5,10,2005,56,407,8943483
13063,5,10,2005,4221,92444,3717825719
13065,5,10,2005,148,1799,45825666
13067,5,10,2005,19778,278189,12522285213
13069,5,10,2005,864,15215,402626419
13071,5,10,2005,938,11313,262977383
13073,5,10,2005,1865,22200,654588745
13075,5,10,2005,342,3830,83772062
13077,5,10,2005,2049,25244,758062277
13079,5,10,2005,129,917,20413505
13081,5,10,2005,548,7286,173908585
13083,5,10,2005,214,3020,75134704
13085,5,10,2005,587,4867,127212113
13087,5,10,2005,641,7832,191553755
13089,5,10,2005,16511,245529,10569531804
13091,5,10,2005,374,4106,94038040
13093,5,10,2005,199,2685,65615852
13095,5,10,2005,2594,41505,1320604563
13097,5,10,2005,2489,30969,873272826
13099,5,10,2005,290,3573,130840086
13101,5,10,2005,33,631,10603019
13103,5,10,2005,607,6090,204616250
13105,5,10,2005,523,5488,144964899
13107,5,10,2005,438,5571,126711327
13109,5,10,2005,239,3973,103372990
13111,5,10,2005,505,4177,102747315
13113,5,10,2005,3038,32684,1111129236
13115,5,10,2005,2051,35415,1213087748
13117,5,10,2005,4189,40613,1592607671
13119,5,10,2005,453,6684,186335872
13121,5,10,2005,37157,640577,35734542641
13123,5,10,2005,518,7150,178051784
13125,5,10,2005,23,362,11993079
13127,5,10,2005,2644,30546,882601965
13129,5,10,2005,1028,19190,569320153
13131,5,10,2005,439,4908,116840375
13133,5,10,2005,376,3919,110512417
13135,5,10,2005,21808,284047,12292322197
13137,5,10,2005,884,11493,308579090
13139,5,10,2005,4037,57782,1964297324
13141,5,10,2005,73,547,11768041
13143,5,10,2005,440,5289,151091433
13145,5,10,2005,391,3561,72930308
13147,5,10,2005,426,5620,159741398
13149,5,10,2005,116,1831,77183964
13151,5,10,2005,3158,34817,1001733795
13153,5,10,2005,2215,30727,887868404
13155,5,10,2005,139,1620,39322536
13157,5,10,2005,1185,15458,456383855
13159,5,10,2005,198,2060,58545485
13161,5,10,2005,300,3876,96756537
13163,5,10,2005,377,4198,118166857
13165,5,10,2005,140,1976,49540718
13167,5,10,2005,125,1398,36937761
13169,5,10,2005,320,2236,53611706
13171,5,10,2005,235,2391,67454505
13173,5,10,2005,116,832,19321049
13175,5,10,2005,1053,15760,440744411
13177,5,10,2005,368,3308,85089619
13179,5,10,2005,758,9850,271874350
13181,5,10,2005,155,1078,23808059
13183,5,10,2005,71,359,6574440
13185,5,10,2005,2662,37771,949544002
13187,5,10,2005,487,4532,125845482
13189,5,10,2005,472,6365,168204981
13191,5,10,2005,196,1569,30034546
13193,5,10,2005,222,2955,88750142
13195,5,10,2005,386,2594,67200046
13197,5,10,2005,86,1234,28075457
13199,5,10,2005,312,3364,95008957
13201,5,10,2005,155,1024,20456417
13205,5,10,2005,473,7098,151782621
13207,5,10,2005,433,3678,109545297
13209,5,10,2005,116,1314,32411960
13211,5,10,2005,476,5133,146265811
13213,5,10,2005,461,10659,316316430
13215,5,10,2005,4567,80075,2561495498
13217,5,10,2005,1441,16316,558822837
13219,5,10,2005,854,6546,192388344
13221,5,10,2005,185,1165,27666106
13223,5,10,2005,1456,12497,358835908
13225,5,10,2005,497,5814,158398450
13227,5,10,2005,595,5233,160096932
13229,5,10,2005,332,3257,83182634
13231,5,10,2005,229,1727,42349125
13233,5,10,2005,618,9711,265602187
13235,5,10,2005,198,2221,64195960
13237,5,10,2005,464,5445,152879740
13239,5,10,2005,35,315,8390311
13241,5,10,2005,506,5213,136754096
13243,5,10,2005,176,1394,35683229
13245,5,10,2005,4656,80500,2567599771
13247,5,10,2005,2125,28919,988561007
13249,5,10,2005,52,1056,31175451
13251,5,10,2005,247,2889,73045477
13253,5,10,2005,214,1854,43042056
13255,5,10,2005,1282,18919,534879549
13257,5,10,2005,592,7628,215628167
13259,5,10,2005,81,636,13783573
13261,5,10,2005,673,9800,258392096
13263,5,10,2005,63,502,14723590
13265,5,10,2005,26,99,1899953
13267,5,10,2005,326,3324,72898881
13269,5,10,2005,152,1306,37676551
13271,5,10,2005,215,3396,63875644
13273,5,10,2005,185,1696,40685027
13275,5,10,2005,1204,19624,587580962
13277,5,10,2005,1162,16678,443729877
13279,5,10,2005,731,9662,229425339
13281,5,10,2005,331,3040,65055097
13283,5,10,2005,91,726,13836275
13285,5,10,2005,1462,25973,857409868
13287,5,10,2005,176,1939,41265669
13289,5,10,2005,83,859,35085156
13291,5,10,2005,587,4361,119019511
13293,5,10,2005,495,6382,164162422
13295,5,10,2005,768,11044,314484849
13297,5,10,2005,1652,15214,457203468
13299,5,10,2005,980,11786,294022150
13301,5,10,2005,86,1143,31429410
13303,5,10,2005,415,5795,203483515
13305,5,10,2005,518,6108,182069650
13307,5,10,2005,27,358,9902778
13309,5,10,2005,85,772,21124446
13311,5,10,2005,644,5062,127259382
13313,5,10,2005,2551,57464,1924343163
13315,5,10,2005,99,653,14018209
13317,5,10,2005,264,2681,64342238
13319,5,10,2005,154,2412,90458641
13321,5,10,2005,315,2343,53298448
15001,5,10,2005,4522,52703,1596486874
15003,5,10,2005,23092,347925,12514636365
15007,5,10,2005,1982,25408,746301666
15009,5,10,2005,4581,60841,1967218036
16001,5,10,2005,13450,168473,6181780721
16003,5,10,2005,160,659,13263858
16005,5,10,2005,2149,25673,666357800
16007,5,10,2005,155,873,14630864
16009,5,10,2005,294,2332,69201269
16011,5,10,2005,961,9872,238193416
16013,5,10,2005,1747,12192,397914134
16015,5,10,2005,181,1089,22126195
16017,5,10,2005,1578,11549,325544312
16019,5,10,2005,3301,40790,1235382892
16021,5,10,2005,408,2408,60770772
16023,5,10,2005,127,3912,247943806
16025,5,10,2005,56,235,5730401
16027,5,10,2005,4073,44073,1207898752
16029,5,10,2005,223,2330,94873685
16031,5,10,2005,736,7190,169838641
16033,5,10,2005,41,358,8785568
16035,5,10,2005,293,1961,48224582
16037,5,10,2005,200,1121,32835441
16039,5,10,2005,521,4263,94797640
16041,5,10,2005,334,2168,49441817
16043,5,10,2005,359,1849,40296724
16045,5,10,2005,429,2399,50405862
16047,5,10,2005,480,5105,128607086
16049,5,10,2005,520,3160,78548638
16051,5,10,2005,526,4288,93663537
16053,5,10,2005,617,6753,170672324
16055,5,10,2005,4657,42904,1169119951
16057,5,10,2005,990,8841,193389719
16059,5,10,2005,372,1745,32242810
16061,5,10,2005,153,903,19534876
16063,5,10,2005,120,819,19908491
16065,5,10,2005,789,10107,229138708
16067,5,10,2005,483,5353,128839311
16069,5,10,2005,1236,16950,506189114
16071,5,10,2005,98,576,11700570
16073,5,10,2005,247,1915,47921297
16075,5,10,2005,551,4834,124284867
16077,5,10,2005,202,2046,54120357
16079,5,10,2005,400,3310,91676123
16081,5,10,2005,442,1909,47446636
16083,5,10,2005,2578,26923,647979815
16085,5,10,2005,621,3298,78295064
16087,5,10,2005,285,2155,48968438
17001,5,10,2005,1748,29152,863426315
17003,5,10,2005,123,1205,32397547
17005,5,10,2005,297,3442,96027030
17007,5,10,2005,732,10894,461897219
17009,5,10,2005,123,2206,69726308
17011,5,10,2005,769,9963,313695512
17013,5,10,2005,101,610,11350271
17015,5,10,2005,413,3476,89371997
17017,5,10,2005,301,5025,131078670
17019,5,10,2005,3877,65832,1999145718
17021,5,10,2005,742,8629,235589895
17023,5,10,2005,350,4080,109132105
17025,5,10,2005,356,4580,130166077
17027,5,10,2005,841,9511,232694040
17029,5,10,2005,1175,21242,522267834
17031,5,10,2005,129181,2194615,108634883245
17033,5,10,2005,422,5371,185739222
17035,5,10,2005,159,1637,35009292
17037,5,10,2005,2035,24700,781007465
17039,5,10,2005,365,3811,145497176
17041,5,10,2005,589,6402,179759613
17043,5,10,2005,33285,532546,25639138275
17045,5,10,2005,376,5273,144443476
17047,5,10,2005,145,2591,75901365
17049,5,10,2005,1049,17510,492904495
17051,5,10,2005,460,4891,114200601
17053,5,10,2005,361,3885,105476479
17055,5,10,2005,744,7395,179685518
17057,5,10,2005,655,6157,139299465
17059,5,10,2005,143,847,25304985
17061,5,10,2005,261,2297,52167085
17063,5,10,2005,1038,13098,585483372
17065,5,10,2005,165,1123,26640275
17067,5,10,2005,413,3773,95227809
17069,5,10,2005,56,692,16421928
17071,5,10,2005,112,658,13668528
17073,5,10,2005,1018,10909,282193439
17075,5,10,2005,725,6887,172846130
17077,5,10,2005,1277,17298,413824762
17079,5,10,2005,195,1700,49136458
17081,5,10,2005,943,16043,511172686
17083,5,10,2005,373,3686,81019125
17085,5,10,2005,710,7168,175444157
17087,5,10,2005,171,1164,24660108
17089,5,10,2005,11466,176930,6516368539
17091,5,10,2005,2242,34831,1094679377
17093,5,10,2005,1362,15905,601335771
17095,5,10,2005,1084,16095,420466271
17097,5,10,2005,19271,285380,14245573278
17099,5,10,2005,2622,37540,1179028546
17101,5,10,2005,301,3628,99984319
17103,5,10,2005,707,10830,338210480
17105,5,10,2005,803,11339,373766323
17107,5,10,2005,587,7477,204456708
17109,5,10,2005,638,7861,172397290
17111,5,10,2005,7676,84415,3039141031
17113,5,10,2005,3366,72651,2896485310
17115,5,10,2005,2438,46626,1816771495
17117,5,10,2005,986,9347,253480938
17119,5,10,2005,5573,79083,2685822168
17121,5,10,2005,929,11250,308924280
17123,5,10,2005,233,3078,85837327
17125,5,10,2005,315,2422,59643477
17127,5,10,2005,239,3538,120669130
17129,5,10,2005,224,1348,32225153
17131,5,10,2005,260,1969,41842107
17133,5,10,2005,686,6432,175158118
17135,5,10,2005,672,8195,224219396
17137,5,10,2005,807,12149,340284639
17139,5,10,2005,321,4398,128726745
17141,5,10,2005,989,13850,503854768
17143,5,10,2005,4382,88773,3504017164
17145,5,10,2005,383,4811,123542506
17147,5,10,2005,305,2611,70033874
17149,5,10,2005,391,3376,73297551
17151,5,10,2005,58,438,8394961
17153,5,10,2005,99,912,25668322
17155,5,10,2005,155,1636,63140537
17157,5,10,2005,655,8895,257568003
17159,5,10,2005,447,5439,139495874
17161,5,10,2005,3259,64380,2490471407
17163,5,10,2005,5020,76429,2340044370
17165,5,10,2005,557,7253,224004465
17167,5,10,2005,4915,77479,2536660932
17169,5,10,2005,160,1442,47941540
17171,5,10,2005,89,963,36864092
17173,5,10,2005,433,4529,109741569
17175,5,10,2005,135,1022,26875699
17177,5,10,2005,1051,16582,569873489
17179,5,10,2005,2608,50871,2344204390
17181,5,10,2005,337,3436,83481074
17183,5,10,2005,1508,24939,756281100
17185,5,10,2005,282,2823,76283816
17187,5,10,2005,352,5007,128270055
17189,5,10,2005,361,4654,146008562
17191,5,10,2005,340,3583,91111516
17193,5,10,2005,375,4023,107472084
17195,5,10,2005,1233,17305,477418230
17197,5,10,2005,11329,140740,5288155386
17199,5,10,2005,1411,20707,547525979
17201,5,10,2005,6588,122665,4273783572
17203,5,10,2005,688,10282,293543076
18001,5,10,2005,698,12534,363345905
18003,5,10,2005,8495,162025,5689988041
18005,5,10,2005,1769,35924,1418258685
18007,5,10,2005,195,1765,45179686
18009,5,10,2005,266,3411,94442881
18011,5,10,2005,1376,14946,473660711
18013,5,10,2005,359,2330,44736783
18015,5,10,2005,396,4483,115253084
18017,5,10,2005,712,11949,327413197
18019,5,10,2005,2384,38230,1168387158
18021,5,10,2005,435,6191,153179346
18023,5,10,2005,619,9563,294074783
18025,5,10,2005,149,1667,43860592
18027,5,10,2005,704,8960,220109337
18029,5,10,2005,938,12038,360867731
18031,5,10,2005,580,10995,333650905
18033,5,10,2005,945,19378,705310530
18035,5,10,2005,2343,38728,1215946478
18037,5,10,2005,1237,26430,837418290
18039,5,10,2005,4695,117185,4186863317
18041,5,10,2005,453,7531,259279313
18043,5,10,2005,1726,23421,734709146
